Date,Close,Volume,Company,Ticker,Close_Normalised,YearMonth
2021-07-15,8.887471199035645,802800,BYD,BYDDY,312.3572075282292,2021-07
2021-07-16,8.70645809173584,745800,BYD,BYDDY,305.995358645016,2021-07
2021-07-19,8.575546264648438,1767600,BYD,BYDDY,301.39435889765514,2021-07
2021-07-20,8.603022575378418,628800,BYD,BYDDY,302.3600355789732,2021-07
2021-07-21,9.202630996704102,639600,BYD,BYDDY,323.433747988418,2021-07
2021-07-22,9.222025871276855,894600,BYD,BYDDY,324.11539620152985,2021-07
2021-07-23,9.294754981994627,1021800,BYD,BYDDY,326.67151834483195,2021-07
2021-07-26,8.990909576416016,1302000,BYD,BYDDY,315.9926311471873,2021-07
2021-07-27,8.43978500366211,4179000,BYD,BYDDY,296.6229219587876,2021-07
2021-07-28,9.260814666748049,2296200,BYD,BYDDY,325.47865911011513,2021-07
2021-07-29,9.52748680114746,1389000,BYD,BYDDY,334.85106227870494,2021-07
2021-07-30,9.975173950195312,2733000,BYD,BYDDY,350.5853813657851,2021-07
2021-08-02,10.665289878845217,3069600,BYD,BYDDY,374.84005173447497,2021-08
2021-08-03,10.683069229125977,1543200,BYD,BYDDY,375.4649210680563,2021-08
2021-08-04,11.442682266235352,2437800,BYD,BYDDY,402.1621223033489,2021-08
2021-08-05,11.5946044921875,2113200,BYD,BYDDY,407.501549143352,2021-08
2021-08-06,11.268133163452148,1197600,BYD,BYDDY,396.0274559735345,2021-08
2021-08-09,11.093583106994627,1420200,BYD,BYDDY,389.89275612608157,2021-08
2021-08-10,11.109745025634766,901800,BYD,BYDDY,390.46077954485565,2021-08
2021-08-11,11.161463737487791,720600,BYD,BYDDY,392.2784745955154,2021-08
2021-08-12,11.386115074157717,992400,BYD,BYDDY,400.17402357882077,2021-08
2021-08-13,11.321467399597168,664200,BYD,BYDDY,397.9019299037248,2021-08
2021-08-16,10.419628143310549,1437000,BYD,BYDDY,366.20607565852737,2021-08
2021-08-17,10.430941581726074,1364400,BYD,BYDDY,366.60369540343294,2021-08
2021-08-18,10.71700954437256,483000,BYD,BYDDY,376.65778030277323,2021-08
2021-08-19,10.705696105957031,1010400,BYD,BYDDY,376.26016055786755,2021-08
2021-08-20,10.563469886779783,742800,BYD,BYDDY,371.2615075479626,2021-08
2021-08-23,11.054794311523438,705000,BYD,BYDDY,388.5294932174964,2021-08
2021-08-24,11.111360549926758,1060200,BYD,BYDDY,390.5175584243861,2021-08
2021-08-25,11.020853996276855,350400,BYD,BYDDY,387.33663398277946,2021-08
2021-08-26,10.540843963623049,1011000,BYD,BYDDY,370.46630157578994,2021-08
2021-08-27,10.611955642700195,513600,BYD,BYDDY,372.96557780428464,2021-08
2021-08-30,10.86408233642578,567600,BYD,BYDDY,381.8267699512695,2021-08
2021-08-31,10.849536895751951,721800,BYD,BYDDY,381.31555892966446,2021-08
2021-09-01,10.747716903686523,751800,BYD,BYDDY,377.73701474315226,2021-09
2021-09-02,10.849536895751951,583200,BYD,BYDDY,381.31555892966446,2021-09
2021-09-03,10.602258682250977,863400,BYD,BYDDY,372.62477045654794,2021-09
2021-09-07,11.366721153259276,1304400,BYD,BYDDY,399.49240888334725,2021-09
2021-09-08,11.001459121704102,1083600,BYD,BYDDY,386.65498576966763,2021-09
2021-09-09,11.009540557861328,485400,BYD,BYDDY,386.93901423787383,2021-09
2021-09-10,10.704078674316406,613800,BYD,BYDDY,376.2033146430602,2021-09
2021-09-13,10.683069229125977,579600,BYD,BYDDY,375.4649210680563,2021-09
2021-09-14,10.86085033416748,749400,BYD,BYDDY,381.71317867457014,2021-09
2021-09-15,10.801050186157228,472200,BYD,BYDDY,379.61145515570416,2021-09
2021-09-16,10.340434074401855,876600,BYD,BYDDY,363.4227374441879,2021-09
2021-09-17,10.590946197509766,843000,BYD,BYDDY,372.22718422928074,2021-09
2021-09-20,9.823250770568848,2729400,BYD,BYDDY,345.2459210081435,2021-09
2021-09-21,10.102852821350098,953400,BYD,BYDDY,355.07275631880805,2021-09
2021-09-22,10.348516464233398,852000,BYD,BYDDY,363.70679943003256,2021-09
2021-09-23,10.03982162475586,715200,BYD,BYDDY,352.85747504088107,2021-09
2021-09-24,9.971941947937012,727800,BYD,BYDDY,350.4717900890857,2021-09
2021-09-27,10.091540336608888,466800,BYD,BYDDY,354.6751700915409,2021-09
2021-09-28,9.933152198791504,576600,BYD,BYDDY,349.108493662862,2021-09
2021-09-29,9.756987571716309,417000,BYD,BYDDY,342.9170484535171,2021-09
2021-09-30,10.07861042022705,580800,BYD,BYDDY,354.2207379494663,2021-09
2021-10-01,9.98325538635254,427800,BYD,BYDDY,350.86940983399137,2021-10
2021-10-04,9.915375709533691,795600,BYD,BYDDY,348.483724882196,2021-10
2021-10-05,10.283867835998535,823200,BYD,BYDDY,361.4346722372982,2021-10
2021-10-06,10.012346267700195,543000,BYD,BYDDY,351.8918318772014,2021-10
2021-10-07,10.45680046081543,948600,BYD,BYDDY,367.5125261699436,2021-10
2021-10-08,10.277402877807615,567600,BYD,BYDDY,361.20745616626084,2021-10
2021-10-11,10.616804122924805,666000,BYD,BYDDY,373.135981478153,2021-10
2021-10-12,10.573166847229004,328200,BYD,BYDDY,371.6023148956994,2021-10
2021-10-13,10.912569046020508,784800,BYD,BYDDY,383.53087372523,2021-10
2021-10-14,10.917417526245115,1197000,BYD,BYDDY,383.7012773990983,2021-10
2021-10-15,11.41359043121338,1175400,BYD,BYDDY,401.13966674250037,2021-10
2021-10-18,11.57521152496338,618000,BYD,BYDDY,406.8199679655171,2021-10
2021-10-19,11.790163040161133,499200,BYD,BYDDY,414.3746090481703,2021-10
2021-10-20,11.851581573486328,493800,BYD,BYDDY,416.53321199948215,2021-10
2021-10-21,11.87097454071045,717600,BYD,BYDDY,417.2147931773171,2021-10
2021-10-22,12.308963775634766,954000,BYD,BYDDY,432.60827139902204,2021-10
2021-10-25,12.958674430847168,1546800,BYD,BYDDY,455.4428664619577,2021-10
2021-10-26,12.852005958557127,1362600,BYD,BYDDY,451.6939186015771,2021-10
2021-10-27,12.923118591308594,798000,BYD,BYDDY,454.1932283477103,2021-10
2021-10-28,12.097241401672363,2239200,BYD,BYDDY,425.1671210401529,2021-10
2021-10-29,11.70773696899414,1553400,BYD,BYDDY,411.47767955713147,2021-10
2021-11-01,12.115018844604492,1666800,BYD,BYDDY,425.7919233384573,2021-11
2021-11-02,12.350985527038574,1138200,BYD,BYDDY,434.0851591019452,2021-11
2021-11-03,12.265324592590332,598800,BYD,BYDDY,431.0745377812915,2021-11
2021-11-04,12.947362899780272,1053600,BYD,BYDDY,455.04531375232887,2021-11
2021-11-05,12.759882926940918,768600,BYD,BYDDY,448.4561817628015,2021-11
2021-11-08,12.75341796875,608400,BYD,BYDDY,448.22896569176424,2021-11
2021-11-09,12.748568534851074,938400,BYD,BYDDY,448.05852850025747,2021-11
2021-11-10,12.407551765441896,840000,BYD,BYDDY,436.0732243088349,2021-11
